tokenized_text,ner
"[""I"", ""just"", ""finished"", ""Papap's"", ""Teeth"", ""by"", ""Danielle"", ""DeVor"", ""and"", ""wow"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""what"", ""did"", ""bryce"", "","", ""james"", ""bryce"", "","", ""viscount"", "","", ""1838-1922"", ""write"", ""?""]","[{""start"": 2, ""end"": 9, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""You"", ""Know"", ""Me"", ""Al"", ""by"", ""Ring"", ""Lardner""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""TELL"", ""ME"", ""ABOUT"", ""THE"", ""NOVELIST"", ""ANDREWS"", "","", ""CHARLES"", ""MCLEAN"", "","", ""1863-1943"", "".""]","[{""start"": 5, ""end"": 10, ""label"": ""author""}]"
"[""My"", ""friend"", ""can't"", ""stop"", ""talking"", ""about"", ""Kokoda"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""]]"
"[""I"", ""love"", ""The"", ""Scarlet"", ""Plague"", ""by"", ""Jack"", ""London"", "","", ""honestly"", "".""]","[[2, 4, ""title""], [6, 7, ""author""]]"
"[""FETCH"", ""DETAILS"", ""FOR"", ""THE"", ""MANUSCRIPT"", ""TRUE"", ""STORIES"", ""OF"", ""THE"", ""GREAT"", ""WAR"", "","", ""VOLUME"", ""2"", ""("", ""OF"", ""6"", "")"", ""TALES"", ""OF"", ""ADVENTURE"", ""-"", ""-"", ""HEROIC"", ""DEEDS"", ""-"", ""-"", ""EXPLOITS"", ""TOLD"", ""BY"", ""THE"", ""SOLDIERS"", "","", ""OFFICERS"", "","", ""NURSES"", "","", ""DIPLOMATS"", "","", ""EYE"", ""WITNESSES"", ""BY"", ""THE"", ""ORIGINATOR"", ""MILLER"", "","", ""FRANCIS"", ""TREVELYAN"", "","", ""1877-1959"", ""["", ""EDITOR"", ""]"", "".""]","[{""start"": 5, ""end"": 40, ""label"": ""title""}, {""start"": 44, ""end"": 52, ""label"": ""author""}]"
"[""Just"", ""started"", ""The"", ""Vicious"", ""Vikings"", ""and"", ""it's"", ""chaos"", ""lol"", ""."", ""I"", ""love"", ""how"", ""Terry"", ""Deary"", ""writes"", "","", ""but"", ""Martin"", ""Brown"", ""'s"", ""illustrations"", ""steal"", ""the"", ""show"", "".""]","[[2, 4, ""title""], [13, 14, ""author""], [18, 19, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""O"", ""Pal\u00e1cio"", ""de"", ""Inverno"", "","", ""is"", ""it"", ""worth"", ""reading"", ""by"", ""John"", ""Boyne"", ""?""]","[[6, 9, ""title""]]"
"[""Peeps"", ""by"", ""Scott"", ""Westerfeld"", ""is"", ""weird"", ""but"", ""kind"", ""of"", ""fun""]","[[0, 0, ""title""], [2, 3, ""author""]]"
"[""I"", ""just"", ""finished"", ""Elon"", ""Musk"", "":"", ""Tesla"", "","", ""SpaceX"", "","", ""and"", ""the"", ""Quest"", ""for"", ""a"", ""Fantastic"", ""Future"", "","", ""and"", ""wow"", "".""]","[[3, 16, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Sleeping"", ""with"", ""the"", ""Enemy""]","[[6, 9, ""title""]]"
"[""I"", ""keep"", ""hearing"", ""about"", ""The"", ""Ice"", ""Palace"", "","", ""but"", ""I'm"", ""curious"", ""about"", ""the"", ""translator"", ""Elizabeth"", ""Rokkan"", ""too"", "".""]","[[4, 6, ""title""], [14, 15, ""author""]]"
"[""I"", ""Want"", ""To"", ""Read"", ""The"", ""Works"", ""Of"", ""The"", ""Rev"", ""."", ""John"", ""Wesley"", "","", ""Vol"", ""."", ""01"", ""("", ""Of"", ""32"", "")"", ""By"", ""Wesley"", "","", ""John"", "","", ""1703-1791"", "".""]","[{""start"": 4, ""end"": 19, ""label"": ""title""}, {""start"": 21, ""end"": 25, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Great"", ""and"", ""Secret"", ""Show"", ""by"", ""Clive"", ""Barker"", "".""]","[[6, 10, ""title""], [12, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""raving"", ""about"", ""Mrs."", ""Jeffries"", ""and"", ""the"", ""Missing"", ""Alibi"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 11, ""title""]]"
"[""Have"", ""you"", ""heard"", ""of"", ""the"", ""manuscript"", ""The"", ""White"", ""Riband"", "";"", ""Or"", "","", ""A"", ""Young"", ""Female"", ""'"", ""s"", ""Folly"", ""?""]","[{""start"": 6, ""end"": 17, ""label"": ""title""}]"
"[""That"", ""chaperone"", ""movie"", ""is"", ""nothing"", ""like"", ""the"", ""The"", ""Chaperone"", ""well"", ""okay"", ""it's"", ""a"", ""book"", ""by"", ""Laura"", ""Moriarty"", "".""]","[[7, 8, ""title""], [15, 16, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Playing"", ""for"", ""Keeps"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 8, ""title""]]"
"[""I"", ""Like"", ""The"", ""Originator"", ""Stevenson"", "","", ""Matilda"", ""Coxe"", "","", ""1850-1915"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""author""}]"
"[""Tell"", ""Me"", ""More"", ""About"", ""Reminiscences"", ""Of"", ""Colored"", ""People"", ""Of"", ""Princeton"", "","", ""N"", ""."", ""J"", ""."", "":"", ""1800-1900"", "".""]","[{""start"": 4, ""end"": 16, ""label"": ""title""}]"
"[""I'm"", ""curious"", ""who"", ""wrote"", ""Chi's"", ""Sweet"", ""Home"", "","", ""Volume"", ""12"", ""by"", ""Kanata"", ""Konami"", "".""]","[[4, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""just"", ""read"", ""Promises Prevail"", ""by"", ""Sarah"", ""McCarty"", "","", ""and"", ""it's"", ""surprisingly"", ""good"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""I"", ""just"", ""finished"", ""Planetwalker"", "":"", ""22"", ""Years"", ""of"", ""Walking"", ""."", ""17"", ""Years"", ""of"", ""Silence"", "","", ""it's"", ""wild"", "".""]","[[3, 9, ""title""]]"
"[""FIND"", ""PUBLICATIONS"", ""ATTRIBUTED"", ""TO"", ""TUTTLE"", "","", ""W"", ""."", ""C"", ""."", ""("", ""WILBUR"", ""C"", ""."", "")"", "","", ""1883-1969"", "".""]","[{""start"": 4, ""end"": 16, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Never"", ""Trust"", ""a"", ""Liberal"", ""Over"", ""Three"", ""--Especially"", ""a"", ""Republican"", ""by"", ""Ann"", ""Coulter"", "".""]","[[6, 14, ""title""], [17, 18, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""A"", ""Time"", ""to"", ""Die"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 9, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Collector"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""SEARCHING"", ""FOR"", ""THE"", ""COMPOSER"", ""LAWSON"", "","", ""LIZZIE"", ""AND"", ""MACK"", "","", ""ROBERT"", ""ELLICE"", "".""]","[{""start"": 4, ""end"": 6, ""label"": ""author""}, {""start"": 8, ""end"": 11, ""label"": ""author""}]"
"[""SHOW"", ""ME"", ""TITLES"", ""BY"", ""GARDNER"", "","", ""MONICA"", ""M"", ""."", ""("", ""MONICA"", ""MARY"", "")"", "","", ""1873-1941"", "".""]","[{""start"": 4, ""end"": 14, ""label"": ""author""}]"
"[""Just"", ""finished"", ""Love"", ""You"", ""Hate"", ""You"", ""Miss"", ""You"", "","", ""and"", ""wow"", "","", ""Elizabeth"", ""Scott"", ""hit"", ""hard"", "".""]","[[2, 7, ""title""]]"
"[""The"", ""Fight"", ""by"", ""Norman"", ""Mailer"", ""is"", ""intense""]","[[0, 1, ""title""], [3, 4, ""author""]]"
"[""That"", ""critique"", ""of"", ""A"", ""Social"", ""Ontology"", ""by"", ""David"", ""Weissman"", ""got"", ""me"", ""thinking"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""TELL"", ""ME"", ""ABOUT"", ""THE"", ""PEST"", "","", ""ATTRIBUTED"", ""TO"", ""SHORE"", "","", ""W"", ""."", ""TEIGNMOUTH"", ""("", ""WILLIAM"", ""TEIGNMOUTH"", "")"", "","", ""1865-1932"", "".""]","[{""start"": 3, ""end"": 4, ""label"": ""title""}, {""start"": 8, ""end"": 18, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""The"", ""Ultimate"", ""Guide"", ""to"", ""U.S."", ""Army"", ""Survival"", ""Skills"", "","", ""Tactics"", "","", ""and"", ""Techniques"", ""by"", ""Jay"", ""Mccullough"", ""("", ""Editor"", "")"", "".""]","[[3, 15, ""title""], [17, 21, ""author""]]"
"[""Couldn't"", ""get"", ""into"", ""Everything"", ""and"", ""a"", ""Happy"", ""Ending"", "","", ""honestly"", ""it's"", ""pretty"", ""wholesome"", "".""]","[[3, 7, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Six"", ""Rules"", ""of"", ""Maybe"", "","", ""it's"", ""supposed"", ""to"", ""be"", ""amazing"", "".""]","[[6, 10, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Les"", ""Catilinaires"", ""by"", ""Am\u00e9lie"", ""Nothomb"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""switched"", ""to"", ""reading"", ""\u0645\u0630\u0643\u0631\u0627\u062a"", ""\u0635\u0627\u0626\u0645"", "","", ""it's"", ""by"", ""\u0623\u062d\u0645\u062f"", ""\u0628\u0647\u062c\u062a"", "".""]","[[5, 6, ""title""], [10, 11, ""author""]]"
"[""I"", ""like"", ""the"", ""scribe"", ""Kingsley"", "","", ""Charles"", "","", ""1819-1875"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""A"", ""World"", ""of"", ""Vampire"", ""."", ""Volume"", ""1"", ""and"", ""I'm"", ""curious"", ""about"", ""the"", ""author"", ""Dani"", ""Hoots"", "".""]","[[3, 9, ""title""], [16, 17, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Lucky"", ""by"", ""Alice"", ""Sebold"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""Chicago"", "","", ""Burlington"", ""&"", ""Quincy"", ""Railroad"", ""Company"", ""["", ""Editor"", ""]"", ""'"", ""S"", ""Publication"", "":"", ""The"", ""Mail"", ""Pay"", ""On"", ""The"", ""Burlington"", ""Railroad"", ""Statements"", ""Of"", ""Car"", ""Space"", ""And"", ""All"", ""Facilities"", ""Furnished"", ""For"", ""The"", ""Government"", ""Mails"", ""And"", ""For"", ""Express"", ""And"", ""Passengers"", ""In"", ""All"", ""Passenger"", ""Trains"", ""On"", ""The"", ""Chicago"", "","", ""Burlington"", ""And"", ""Quincy"", ""Railroad"", "".""]","[{""start"": 14, ""end"": 49, ""label"": ""title""}, {""start"": 0, ""end"": 9, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Plains"", ""by"", ""Gerald"", ""Murnane"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""heard"", ""Trapped"", ""!"", ""by"", ""James"", ""Ponti"", ""and"", ""it's"", ""pretty"", ""cool"", "","", ""what"", ""do"", ""you"", ""think"", ""?""]","[[2, 3, ""title""], [5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Woodlanders"", ""by"", ""Thomas"", ""Hardy"", "","", ""Patricia"", ""Ingham"", ""("", ""Introduction"", ""and"", ""Notes"", "")""]","[[6, 7, ""title""], [9, 10, ""author""], [12, 13, ""author""]]"
"[""That"", ""new"", ""edition"", ""of"", ""The"", ""Crippled"", ""Lamb"", ""by"", ""Max"", ""Lucado"", ""just"", ""popped"", ""up"", ""on"", ""my"", ""shelf"", "".""]","[[4, 6, ""title""], [9, 10, ""author""]]"
"[""recommend"", ""the"", ""gilpins"", ""and"", ""their"", ""fortunes"", "":"", ""a"", ""story"", ""of"", ""early"", ""days"", ""in"", ""australia"", ""?""]","[{""start"": 1, ""end"": 13, ""label"": ""title""}]"
"[""Requesting"", ""information"", ""on"", ""A"", ""General"", ""History"", ""and"", ""Collection"", ""of"", ""Voyages"", ""and"", ""Travels"", ""\u2014"", ""Volume"", ""07"", ""("", ""Kerr"", "","", ""Robert"", "","", ""1755-1813"", "")"", "".""]","[{""start"": 3, ""end"": 14, ""label"": ""title""}, {""start"": 16, ""end"": 20, ""label"": ""author""}]"
"[""show"", ""me"", ""better"", ""dead"", ""by"", ""barrie"", "","", ""j"", ""."", ""m"", ""."", ""("", ""james"", ""matthew"", "")"", "","", ""1860-1937"", "".""]","[{""start"": 2, ""end"": 3, ""label"": ""title""}, {""start"": 5, ""end"": 16, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Chaos"", ""by"", ""John"", ""O'Brien""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Quest"", ""Of"", ""The"", ""Absolute"", ""by"", ""Honor\u00e9"", ""de"", ""Balzac""]","[[3, 7, ""title""], [9, 11, ""author""]]"
"[""Find"", ""novels"", ""attributed"", ""to"", ""Macmichael"", "","", ""William"", "","", ""1783-1839"", "","", ""Osler"", "","", ""William"", "","", ""Sir"", "","", ""1849-1919"", ""["", ""Author"", ""of"", ""introduction"", "","", ""etc"", ""."", ""]"", "","", ""and"", ""Packard"", "","", ""Francis"", ""R"", ""."", ""("", ""Francis"", ""Randolph"", "")"", "","", ""1870-1950"", ""["", ""Author"", ""of"", ""introduction"", "","", ""etc"", ""."", ""]"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}, {""start"": 10, ""end"": 24, ""label"": ""author""}, {""start"": 27, ""end"": 45, ""label"": ""author""}]"
"[""I"", ""couldn't"", ""get"", ""into"", ""Dangerous"", "":"", ""Risky"", ""Business"", ""/"", ""Storm"", ""Warning"", ""/"", ""The"", ""Welcoming"", "","", ""though"", ""Nora"", ""Roberts"", ""is"", ""usually"", ""great""]","[[4, 13, ""title""], [16, 17, ""author""]]"
"[""Tell"", ""me"", ""about"", ""the"", ""novelist"", ""Wit"", "","", ""Augusta"", ""de"", "","", ""1864-1939"", "".""]","[{""start"": 5, ""end"": 10, ""label"": ""author""}]"
"[""ANY"", ""RECOMMENDATIONS"", ""BY"", ""HUXLEY"", "","", ""ALDOUS"", "","", ""1894-1963"", ""?""]","[{""start"": 3, ""end"": 7, ""label"": ""author""}]"
"[""Have"", ""you"", ""heard"", ""of"", ""the"", ""work"", ""Preface"", ""to"", ""the"", ""Works"", ""of"", ""Shakespeare"", ""("", ""1734"", "")"", ""?""]","[{""start"": 6, ""end"": 14, ""label"": ""title""}]"
"[""Is"", ""Lameness"", ""of"", ""the"", ""Horse"", ""Veterinary"", ""Practitioners"", ""'"", ""Series"", "","", ""No"", ""."", ""1"", ""by"", ""Lacroix"", "","", ""John"", ""Victor"", "","", ""1882"", ""-"", ""available"", ""?""]","[{""start"": 1, ""end"": 12, ""label"": ""title""}, {""start"": 14, ""end"": 20, ""label"": ""author""}]"
"[""I"", ""Like"", ""The"", ""Composer"", ""Bradford"", "","", ""Charles"", ""Barker"", "","", ""1862-1917"", "".""]","[{""start"": 4, ""end"": 9, ""label"": ""author""}]"
"[""I"", ""just"", ""finished"", ""Awaken"", ""by"", ""Rachel"", ""M."", ""Humphrey-D'aigle"", ""and"", ""I'm"", ""curious"", ""how"", ""it"", ""compares"", ""to"", ""Stella"", ""Bellarosa"", "".""]","[[3, 3, ""title""], [5, 7, ""author""], [15, 16, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Tam"", ""Lin"", ""by"", ""Jane"", ""Yolen"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Life"", ""on"", ""the"", ""Color"", ""Line"", "":"", ""The"", ""True"", ""Story"", ""of"", ""a"", ""White"", ""Boy"", ""Who"", ""Discovered"", ""He"", ""Was"", ""Black"", "","", ""by"", ""Gregory"", ""Howard"", ""Williams"", "".""]","[[6, 23, ""title""], [26, 28, ""author""]]"
"[""Who"", ""wrote"", ""StarGate"", "":"", ""A"", ""Novel"", ""by"", ""Dean"", ""Devlin"", "","", ""Roland"", ""Emmerich"", ""?""]","[[7, 8, ""author""], [10, 11, ""author""], [2, 2, ""title""]]"
"[""I'm"", ""recommending"", ""For"", ""My"", ""Daughters"", ""to"", ""my"", ""sister"", "","", ""because"", ""Barbara"", ""Delinsky"", ""writes"", ""such"", ""heartfelt"", ""stuff"", "".""]","[[2, 4, ""title""], [10, 11, ""author""]]"
"[""looking"", ""for"", ""the"", ""irish"", ""penny"", ""journal"", "","", ""vol"", ""."", ""1"", ""no"", ""."", ""44"", "","", ""may"", ""1"", "","", ""1841"", "","", ""the"", ""book"", ""from"", ""various"", "".""]","[{""start"": 2, ""end"": 17, ""label"": ""title""}, {""start"": 22, ""end"": 22, ""label"": ""author""}]"
"[""SMITH"", "","", ""GEORGE"", ""O"", ""."", ""("", ""GEORGE"", ""OLIVER"", "")"", "","", ""1911-1981"", ""AND"", ""RAYMOND"", ""["", ""ILLUSTRATOR"", ""]"", ""'"", ""S"", ""TITLE"", "":"", ""TROUBLE"", ""TIMES"", ""TWO"", "".""]","[{""start"": 20, ""end"": 22, ""label"": ""title""}, {""start"": 0, ""end"": 10, ""label"": ""author""}, {""start"": 12, ""end"": 15, ""label"": ""author""}]"
"[""Find"", ""storys"", ""attributed"", ""to"", ""Whitman"", "","", ""Walt"", "","", ""1819-1892"", ""and"", ""Bucke"", "","", ""Richard"", ""Maurice"", "","", ""1837-1902"", ""["", ""Editor"", ""]"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""author""}, {""start"": 10, ""end"": 18, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""When"", ""the"", ""Right"", ""One"", ""Comes"", ""Along"", "","", ""is"", ""it"", ""good"", ""?""]","[[6, 11, ""title""]]"
"[""Honestly"", "","", ""Where"", ""They"", ""Found"", ""Her"", ""by"", ""Kimberly"", ""McCreight"", ""is"", ""on"", ""my"", ""list"", "".""]","[[2, 5, ""title""], [7, 8, ""author""]]"
"[""Looking"", ""For"", ""The"", ""Catholic"", ""World"", "","", ""Vol"", ""."", ""11"", "","", ""April"", "","", ""1870"", ""To"", ""September"", "","", ""1870"", "","", ""The"", ""Novel"", ""From"", ""Various"", "".""]","[{""start"": 2, ""end"": 16, ""label"": ""title""}, {""start"": 21, ""end"": 21, ""label"": ""author""}]"
"[""Honestly"", "","", ""I"", ""think"", ""Susan"", ""Sizemore"", ""wrote"", ""I"", ""Burn"", ""for"", ""You"", "".""]","[[4, 5, ""author""]]"
"[""Who"", ""'s"", ""your"", ""favorite"", ""author"", ""for"", ""Path"", ""of"", ""Beasts"", ""by"", ""Lian"", ""Tanner"", ""?"", ""I"", ""loved"", ""it"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""WHAT"", ""IS"", ""THE"", ""NOVEL"", ""WILLIAM"", ""BLAKE"", "":"", ""A"", ""STUDY"", ""OF"", ""HIS"", ""LIFE"", ""AND"", ""ART"", ""WORK"", ""ABOUT"", ""?""]","[{""start"": 4, ""end"": 14, ""label"": ""title""}]"
"[""I"", ""love"", ""Small"", ""Is"", ""Beautiful"", "":"", ""Economics"", ""as"", ""if"", ""People"", ""Mattered"", ""by"", ""Ernst"", ""F."", ""Schumacher"", "".""]","[[2, 10, ""title""], [12, 14, ""author""]]"
"[""I"", ""just"", ""found"", ""Dare"", ""to"", ""Kiss"", ""by"", ""S.B."", ""Alexander"", ""and"", ""it"", ""sounds"", ""intense"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Fires"", ""on"", ""the"", ""Plain"", "","", ""is"", ""it"", ""any"", ""good"", ""?"", ""Sh\u014dhei"", ""\u014coka"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 9, ""title""], [16, 17, ""author""]]"
"[""Have"", ""you"", ""read"", ""Age"", ""of"", ""Iron"", ""by"", ""J.M."", ""Coetzee"", ""?""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""I'm"", ""checking"", ""out"", ""Q-Squared"", ""tonight"", "","", ""hope"", ""Peter"", ""David"", ""pacing"", ""is"", ""wild"", "".""]","[[3, 3, ""title""], [7, 8, ""author""]]"
"[""Show"", ""me"", ""Poems"", ""of"", ""life"", ""by"", ""Wilcox"", "","", ""Ella"", ""Wheeler"", "","", ""1850-1919"", "".""]","[{""start"": 2, ""end"": 4, ""label"": ""title""}, {""start"": 6, ""end"": 11, ""label"": ""author""}]"
"[""CAN"", ""YOU"", ""FIND"", ""THE"", ""NOVEL"", ""GREEK"", ""WAYFARERS"", "","", ""AND"", ""OTHER"", ""POEMS"", ""WRITTEN"", ""BY"", ""BABCOCK"", "","", ""EDWINA"", ""STANTON"", "","", ""1875-1965"", ""?""]","[{""start"": 5, ""end"": 10, ""label"": ""title""}, {""start"": 13, ""end"": 18, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""How"", ""I"", ""Live"", ""Now"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 9, ""title""]]"
"[""Searching"", ""For"", ""The"", ""Title"", ""Called"", ""Juho"", ""Vesainen"", "":"", ""Historiallinen"", ""Romaani"", "".""]","[{""start"": 5, ""end"": 9, ""label"": ""title""}]"
"[""WHAT"", ""DID"", ""COOPER"", "","", ""JAMES"", ""FENIMORE"", "","", ""1789-1851"", ""AND"", ""H\u00c4MEEN-ANTTILA"", "","", ""V\u00c4IN\u00d6"", "","", ""1878-1942"", ""["", ""TRANSLATOR"", ""]"", ""WRITE"", ""?""]","[{""start"": 2, ""end"": 7, ""label"": ""author""}, {""start"": 9, ""end"": 16, ""label"": ""author""}]"
"[""ANY"", ""RECOMMENDATIONS"", ""BY"", ""BOSBOOM-TOUSSAINT"", "","", ""A"", ""."", ""L"", ""."", ""G"", ""."", ""("", ""ANNA"", ""LOUISA"", ""GEERTRUIDA"", "")"", "","", ""1812-1886"", ""?""]","[{""start"": 3, ""end"": 17, ""label"": ""author""}]"
"[""I"", ""might"", ""reread"", ""Divergent"", ""tonight"", "","", ""Veronica"", ""Roth"", ""kinda"", ""nails"", ""it"", "".""]","[[3, 3, ""title""], [6, 7, ""author""]]"
"[""Have"", ""you"", ""heard"", ""of"", ""the"", ""text"", ""Pictures"", ""and"", ""Stories"", ""?""]","[{""start"": 6, ""end"": 8, ""label"": ""title""}]"
"[""I"", ""am"", ""reading"", ""Saving"", ""CeeCee"", ""Honeycutt"", ""by"", ""Beth"", ""Hoffman"", ""and"", ""it"", ""is"", ""getting"", ""intense"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""tell"", ""me"", ""about"", ""cumberland"", ""island"", "":"", ""junior"", ""ranger"", ""program"", ""activity"", ""guide"", ""for"", ""ages"", ""5-7"", "","", ""attributed"", ""to"", ""united"", ""states"", ""."", ""national"", ""park"", ""service"", "".""]","[{""start"": 3, ""end"": 13, ""label"": ""title""}, {""start"": 17, ""end"": 22, ""label"": ""author""}]"
"[""WHERE"", ""CAN"", ""I"", ""FIND"", ""HISTORY"", ""OF"", ""FLORENCE"", ""AND"", ""OF"", ""THE"", ""AFFAIRS"", ""OF"", ""ITALY"", ""FROM"", ""THE"", ""EARLIEST"", ""TIMES"", ""TO"", ""THE"", ""DEATH"", ""OF"", ""LORENZO"", ""THE"", ""MAGNIFICENT"", ""?""]","[{""start"": 4, ""end"": 23, ""label"": ""title""}]"
"[""SHOW"", ""ME"", ""THE"", ""GREEDY"", ""BOOK"", ""BY"", ""SCHLOESSER"", "","", ""FRANK"", "","", ""-"", ""1913"", "".""]","[{""start"": 2, ""end"": 4, ""label"": ""title""}, {""start"": 6, ""end"": 11, ""label"": ""author""}]"
"[""Tell"", ""Me"", ""More"", ""About"", ""Die"", ""Krankheit"", "":"", ""Eine"", ""Erz\u00e4hlung"", "".""]","[{""start"": 4, ""end"": 8, ""label"": ""title""}]"
"[""Find"", ""novel"", ""Adventures"", ""and"", ""Recollections"", "","", ""composer"", ""Bill"", ""o"", ""'"", ""th"", ""'"", ""Hoylus"", ""End"", "","", ""1836-1897"", "".""]","[{""start"": 2, ""end"": 4, ""label"": ""title""}, {""start"": 7, ""end"": 15, ""label"": ""author""}]"
"[""Where"", ""Can"", ""I"", ""Find"", ""The"", ""Secret"", ""Memoirs"", ""Of"", ""Bertha"", ""Krupp"", ""From"", ""The"", ""Papers"", ""And"", ""Diaries"", ""Of"", ""Chief"", ""Gouvernante"", ""Baroness"", ""D"", ""'"", ""Alteville"", ""?""]","[{""start"": 4, ""end"": 21, ""label"": ""title""}]"
"[""I"", ""'"", ""m"", ""interested"", ""in"", ""The"", ""Red-headed"", ""Man"", "".""]","[{""start"": 5, ""end"": 7, ""label"": ""title""}]"
"[""That"", ""Negeri"", ""Para"", ""Bedebah"", ""has"", ""been"", ""making"", ""waves"", "","", ""I"", ""heard"", ""Tere"", ""Liye"", ""(Goodreads"", ""Author)"", ""writes"", ""wild"", ""twists"", "".""]","[[1, 3, ""title""], [11, 12, ""author""]]"
"[""I"", ""keep"", ""hearing"", ""Cherise"", ""Sinclair's"", ""Make"", ""Me"", "","", ""Sir"", ""is"", ""fun"", ""but"", ""a"", ""quick"", ""read"", ""?""]","[[3, 4, ""author""], [5, 8, ""title""]]"
"[""IS"", ""MY"", ""FRIEND"", ""THE"", ""MURDERER"", ""BY"", ""DOYLE"", "","", ""ARTHUR"", ""CONAN"", "","", ""1859-1930"", ""AVAILABLE"", ""?""]","[{""start"": 1, ""end"": 4, ""label"": ""title""}, {""start"": 6, ""end"": 11, ""label"": ""author""}]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""A"", ""Monster"", ""Calls"", ""by"", ""Patrick"", ""Ness"", "".""]","[[5, 7, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""finished"", ""reading"", ""The"", ""Way"", ""the"", ""Crow"", ""Flies"", ""by"", ""Ann-Marie"", ""MacDonald"", "","", ""such"", ""a"", ""twisty"", ""thriller"", "".""]","[[4, 8, ""title""], [10, 11, ""author""]]"
"[""Can"", ""you"", ""find"", ""the"", ""publication"", ""The"", ""Nursery"", "","", ""October"", ""1873"", "","", ""Vol"", ""."", ""XIV"", ""."", ""No"", ""."", ""4"", ""written"", ""by"", ""Various"", ""?""]","[{""start"": 5, ""end"": 17, ""label"": ""title""}, {""start"": 20, ""end"": 20, ""label"": ""author""}]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Search"", ""for"", ""WondLa"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 9, ""title""]]"
