tokenized_text,ner
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Rewind"", ""by"", ""Terry"", ""England"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""Anyone"", ""read"", ""Jaguar"", ""Nights"", "":"", ""Lies"", ""?"", ""I"", ""heard"", ""the"", ""author"", ""is"", ""Jen"", ""A."", ""Durand"", "".""]","[[2, 5, ""title""], [12, 14, ""author""]]"
"[""I"", ""just"", ""finished"", ""Dragon"", ""of"", ""Legend"", "":"", ""Destiny"", "":"", ""Fantasy"", ""Dragon"", ""Adventure"", ""and"", ""wow"", "","", ""Angelika"", ""Meyer"", ""nailed"", ""the"", ""world"", "".""]","[[3, 11, ""title""], [15, 16, ""author""]]"
"[""Honestly"", ""I"", ""think"", ""The"", ""Big"", ""Nowhere"", ""by"", ""James"", ""Ellroy"", ""is"", ""a"", ""page-turner"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Kiss"", ""of"", ""Steel"", ""by"", ""Bec"", ""McMaster"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""On"", ""my"", ""commute"", ""I'm"", ""reading"", ""Summer"", ""of"", ""the"", ""Gypsy"", ""Moths"", ""by"", ""Sara"", ""Pennypacker"", "".""]","[[5, 9, ""title""], [11, 12, ""author""]]"
"[""I'm"", ""thinking"", ""about"", ""The"", ""Seduction"", ""of"", ""Christianity"", "","", ""by"", ""Dave"", ""Hunt"", "","", ""honestly"", "".""]","[[3, 6, ""title""], [9, 10, ""author""]]"
"[""I"", ""just"", ""finished"", ""Act"", ""of"", ""Submission"", ""by"", ""Mandy"", ""M."", ""Roth"", ""("", ""Goodreads"", ""Author"", "")"", ""and"", ""wow"", "".""]","[[3, 5, ""title""], [7, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""A"", ""Soldier"", ""of"", ""Shadows"", ""by"", ""Bella"", ""Forrest"", "".""]","[[6, 9, ""title""], [11, 12, ""author""]]"
"[""I"", ""think"", ""The"", ""Five"", ""Megilloth"", ""is"", ""fascinating"", "","", ""but"", ""Anonymous"", ""wrote"", ""it"", ""you"", ""know"", "".""]","[[3, 4, ""title""], [9, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Death"", ""is"", ""Not"", ""Enough""]","[[6, 9, ""title""]]"
"[""Have"", ""you"", ""heard"", ""of"", ""Soulmates"", ""by"", ""Elizabeth"", ""Chandler""]","[[4, 4, ""title""], [6, 7, ""author""]]"
"[""I'm"", ""reading"", ""Solar"", ""Storms"", ""and"", ""I'm"", ""curious"", ""who"", ""wrote"", ""it"", "","", ""Linda"", ""Hogan""]","[[2, 3, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Beastly"", ""by"", ""Alex"", ""Flinn"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""Cultural"", ""Anthropology"", ""in"", ""a"", ""Globalizing"", ""World"", ""[with"", ""MyAnthroLab"", ""&"", ""eText"", ""Access"", ""Code]"", ""by"", ""Barbara"", ""D."", ""Miller"", ""and"", ""I"", ""thought"", ""it's"", ""fascinating"", "".""]","[[3, 14, ""title""], [16, 18, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Dear"", ""Enemy"", ""by"", ""Jean"", ""Webster"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""That"", ""new"", ""post"", ""about"", ""The"", ""Blind"", ""Side"", ""of"", ""Love"", ""by"", ""Ingrid"", ""D\u00edaz"", ""got"", ""me"", ""curious"", "".""]","[[4, 8, ""title""], [10, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Rise"", ""of"", ""the"", ""Hotel"", ""Dumort"", "","", ""and"", ""I"", ""need"", ""a"", ""vibe"", ""check"", ""on"", ""the"", ""pacing"", "".""]","[[3, 8, ""title""]]"
"[""I"", ""keep"", ""thinking"", ""about"", ""The"", ""Lovers"", ""by"", ""John"", ""Connolly"", "","", ""it's"", ""so"", ""eerie"", "".""]","[[4, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Hero's"", ""Journey"", "":"", ""Joseph"", ""Campbell"", ""on"", ""His"", ""Life"", ""&"", ""Work"", ""("", ""Works"", "")"", "","", ""it's"", ""insane"", "".""]","[[6, 19, ""title""]]"
"[""Reading"", ""Sammy"", ""Keyes"", ""and"", ""the"", ""Wild"", ""Things"", ""on"", ""my"", ""commute"", "","", ""it's"", ""such"", ""a"", ""fun"", ""read"", "".""]","[[1, 6, ""title""]]"
"[""I"", ""finally"", ""finished"", ""Terms"", ""of"", ""Endearment"", "","", ""and"", ""wow"", "","", ""Larry"", ""McMurtry's?"", ""writing"", ""hit"", ""me"", "".""]","[[3, 5, ""title""]]"
"[""Who"", ""wrote"", ""Vita"", ""Brevis"", "":"", ""A"", ""Letter"", ""to"", ""St"", ""Augustine"", ""again"", ""?"", ""Jostein"", ""Gaarder"", "".""]","[[2, 3, ""title""], [12, 13, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Love"", ""Only"", ""Once"", ""by"", ""Johanna"", ""Lindsey"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""I"", ""just"", ""finished"", ""Rogue"", ""Descendant"", ""and"", ""I'm"", ""curious"", ""who"", ""wrote"", ""it"", "","", ""Jenna"", ""Black"", "".""]","[[3, 4, ""title""], [12, 13, ""author""]]"
"[""I"", ""just"", ""finished"", ""Girl"", "" , "", ""Wash"", ""Your"", ""Face"", "" : "", ""Stop"", ""Believing"", ""the"", ""Lies"", ""about"", ""Who"", ""You"", ""Are"", ""So"", ""You"", ""Can"", ""Become"", ""Who"", ""You"", ""Were"", ""Meant"", ""to"", ""Be"", ""and"", ""wow"", "" , "", ""it"", ""hit"", ""different""]","[[3, 26, ""title""]]"
"[""Honestly,"", ""I"", ""think"", ""Summer"", ""Knight"", ""by"", ""Jim"", ""Butcher"", ""is"", ""a"", ""great"", ""pick"", ""for"", ""fantasy"", ""readers"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Submarine"", ""by"", ""Joe"", ""Dunthorne"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""SSN"", ""Seadragon"", "":"", ""The"", ""Crucible"", ""of"", ""Leviathan"", ""by"", ""J.P."", "" Ronald"", "","", ""wow"", "".""]","[[3, 9, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""City"", ""and"", ""the"", ""Stars""]","[[6, 10, ""title""]]"
"[""Who"", ""wrote"", ""Toonopolis"", "":"", ""Gemini"", ""again"", ""?""]","[[2, 4, ""title""]]"
"[""Just"", ""finished"", ""A"", ""Desumaniza\u00e7\u00e3o"", ""and"", ""wow"", ""Valter"", ""Hugo"", ""M\u00e3e"", ""really"", ""impressed"", ""me"", "".""]","[[2, 3, ""title""], [6, 8, ""author""]]"
"[""I"", ""keep"", ""telling"", ""people"", ""about"", ""Keeping"", ""a"", ""Princess"", ""Heart"", "":"", ""In"", ""a"", ""Not-So-Fairy-Tale"", ""World"", ""by"", ""Nicole"", ""Johnson"", "".""]","[[5, 8, ""title""], [15, 16, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Jungle"", ""Books"", "","", ""especially"", ""that"", ""afterword"", ""by"", ""Alev"", ""Lytle"", ""Croutier"", "".""]","[[6, 8, ""title""], [14, 16, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""The"", ""Daring"", ""Book"", ""for"", ""Girls"", ""by"", ""Andrea"", ""J."", ""Buchanan"", ""and"", ""Miriam"", ""Peskowitz"", "".""]","[[5, 9, ""title""], [11, 13, ""author""], [15, 16, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Tigers"", ""in"", ""Red"", ""Weather"", "".""]","[[6, 9, ""title""]]"
"[""I've"", ""been"", ""reading"", ""\u0627\u0644\u062d\u0627\u0644\u0645"", ""\u0627\u0644\u0623\u062e\u064a\u0631"", ""by"", ""\u0623\u062d\u0645\u062f"", ""\u062e\u0627\u0644\u062f"", ""\u062a\u0648\u0641\u064a\u0642"", ""and"", ""it's"", ""wild"", "".""]","[[3, 4, ""title""], [6, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Knulp"", ""by"", ""Hermann"", ""Hesse"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""read"", ""Lily"", ""to"", ""the"", ""Rescue"", "":"", ""Dog"", ""Dog"", ""Goose"", ""by"", ""W."", ""Bruce"", ""Cameron"", "","", ""and"", ""I"", ""loved"", ""it"", "".""]","[[3, 10, ""title""], [12, 14, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Stone"", ""Angel"", ""by"", ""Margaret"", ""Laurence"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""Have"", ""you"", ""read"", ""The"", ""Mathematics"", ""of"", ""Sorrow"", "":"", ""A"", ""Heart-based"", ""Model"", ""That"", ""Turns"", ""Sorrow"", ""Into"", ""A"", ""Gift"", ""by"", ""Gary"", ""K."", ""Smith"", ""yet"", ""?""]","[[3, 16, ""title""], [18, 20, ""author""]]"
"[""You"", ""should"", ""totally"", ""check"", ""out"", ""A"", ""Talent"", ""for"", ""Trouble"", ""by"", ""Jen"", ""Turano"", "".""]","[[5, 8, ""title""]]"
"[""That"", ""chaperone"", ""movie"", ""is"", ""nothing"", ""like"", ""the"", ""The"", ""Chaperone"", ""well"", ""okay"", ""it's"", ""a"", ""book"", ""by"", ""Laura"", ""Moriarty"", "".""]","[[7, 8, ""title""], [15, 16, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""King"", ""of"", ""the"", ""Khyber"", ""Rifles"", "".""]","[[6, 10, ""title""]]"
"[""I"", ""loved"", ""King"", ""of"", ""Hades"", ""by"", ""R'Ocean"", "".""]","[[2, 4, ""title""], [6, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Scarlet"", ""Ibis"", ""by"", ""Gill"", ""Lewis"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Just"", ""finished"", ""The"", ""Skinner"", "","", ""and"", ""Neal"", ""Asher"", ""is"", ""a"", ""great"", ""pick"", "".""]","[[2, 3, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""wouldn't"", ""stop"", ""talking"", ""about"", ""Der"", ""Kuss"", ""des"", ""Raben"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 9, ""title""]]"
"[""I"", ""heard"", ""Christmas"", ""Ever"", ""After"", ""is"", ""a"", ""cute"", ""holiday"", ""read"", ""by"", ""Karen"", ""Schaler"", ""("", ""Goodreads"", ""Author"", "")"", "".""]","[[2, 4, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Shift"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""]]"
"[""That"", ""book"", ""by"", ""the"", ""guy"", ""who"", ""wrote"", ""David"", ""and"", ""Goliath"", "","", ""Malcolm"", ""Gladwell"", "","", ""is"", ""mind"", ""blowing"", ""?""]","[[7, 9, ""title""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Tutte"", ""le"", ""avventure"", ""di"", ""Sandokan"", ""by"", ""Emilio"", ""Salgari""]","[[6, 10, ""title""], [13, 13, ""author""]]"
"[""I"", ""heard"", ""Portia"", ""Moore"", ""wrote"", ""If"", ""I"", ""Break"", ""?"", ""is"", ""that"", ""right"", ""?""]","[[2, 3, ""author""], [5, 7, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Genghis"", "":"", ""Birth"", ""of"", ""an"", ""Empire"", "".""]","[[6, 11, ""title""]]"
"[""I"", ""just"", ""finished"", ""The"", ""Pandarus"", ""File"", ""by"", ""Kyle"", ""Keyes"", "","", ""and"", ""I'm"", ""curious"", ""if"", ""it's"", ""worth"", ""the"", ""hype"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Crippled"", ""America"", "":"", ""How"", ""to"", ""Make"", ""America"", ""Great"", ""Again"", "","", ""is"", ""it"", ""worth"", ""reading"", ""?""]","[[6, 14, ""title""]]"
"[""I"", ""just"", ""finished"", ""Iacocca"", "":"", ""An"", ""Autobiography"", ""by"", ""Lee"", ""Iacocca"", "","", ""and"", ""wow"", "","", ""his"", ""story"", ""is"", ""inspiring"", "".""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""book"", ""club"", ""just"", ""read"", ""Who\u2019s"", ""Afraid"", ""of"", ""Virginia"", ""Woolf"", ""?"", ""Edward"", ""Albee"", ""is"", ""the"", ""playwright"", ""right"", ""?""]","[[5, 9, ""title""]]"
"[""I"", ""keep"", ""wondering"", ""who"", ""wrote"", ""The"", ""Witch"", ""of"", ""Endor"", "":"", ""Vampires"", ""Robert"", ""Kenneth"", ""Wheeler"", ""Jr.""]","[[5, 10, ""title""], [11, 14, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""recommending"", ""Pestilence"", ""by"", ""Victor"", ""Methos"", "".""]","[[5, 5, ""title""], [7, 8, ""author""]]"
"[""I'm"", ""thinking"", ""about"", ""The"", ""Best"", ""Man"", ""by"", ""Kristan"", ""Higgins"", ""for"", ""book"", ""club"", ""maybe"", ""this"", ""week"", ""?""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Kiln"", ""People""]","[[6, 7, ""title""]]"
"[""Kiln"", ""People"", ""by"", ""David"", ""Brin"", ""is"", ""on"", ""my"", ""shelf"", ""lately""]","[[0, 1, ""title""], [3, 4, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Magonia"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""]]"
"[""Got"", ""My"", ""Life"", ""by"", ""Bill"", ""Clinton"", ""on"", ""my"", ""shelf"", """", "","", ""haven't"", ""read"", ""it"", ""yet""]","[[1, 2, ""title""], [4, 5, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Angel"", ""in"", ""Chains"", ""by"", ""Cynthia"", ""Eden"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""That"", ""Bodas"", ""de"", ""sangre"", ""by"", ""Federico"", ""Garc\u00eda"", ""Lorca"", ""was"", ""intense"", "","", ""right"", ""?""]","[[1, 3, ""title""], [5, 7, ""author""]]"
"[""I"", ""just"", ""finished"", ""Wild"", ""Magic"", ""by"", ""Tamora"", ""Pierce"", ""and"", ""wow"", "","", ""that"", ""world"", ""is"", ""amazing"", ""!""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""tells"", ""me"", ""Sidney"", ""Sheldon's"", ""After"", ""the"", ""Darkness"", ""is"", ""getting"", ""a"", ""new"", ""edition"", "".""]","[[4, 5, ""author""], [6, 8, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Amish"", ""Grace"", "":"", ""How"", ""Forgiveness"", ""Transcended"", ""Tragedy"", "","", ""honestly"", "".""]","[[6, 12, ""title""]]"
"[""I"", ""just"", ""finished"", ""SilverFin"", ""by"", ""Charlie"", ""Higson"", ""and"", ""wow"", "","", ""that"", ""kid's"", ""adventure"", ""rocks"", "".""]","[[3, 3, ""title""], [5, 6, ""author""]]"
"[""I"", ""just"", ""finished"", ""Before"", ""and"", ""After"", ""the"", ""Book"", ""Deal"", "","", ""and"", ""wow"", ""Courtney"", ""Maum"", ""really"", ""nails"", ""the"", ""publishing"", ""hustle"", "".""]","[[3, 8, ""title""], [12, 13, ""author""]]"
"[""That"", ""new"", ""novel"", ""by"", ""Meghan"", ""Quinn"", "","", ""My"", ""Best"", ""Friend's"", ""Ex"", ""is"", ""perfect"", ""for"", ""a"", ""road"", ""trip"", "".""]","[[7, 10, ""title""], [4, 5, ""author""]]"
"[""I"", ""just"", ""finished"", ""Pedaling"", ""to"", ""Hawaii"", "":"", ""A"", ""Human-Powered"", ""Odyssey"", "","", ""and"", ""Stevie"", ""Smith"", ""totally"", ""nailed"", ""it"", "".""]","[[3, 9, ""title""], [12, 13, ""author""]]"
"[""I"", ""keep"", ""meaning"", ""to"", ""read"", ""\u0633\u064a\u0631"", ""\u0623\u0639\u0644\u0627\u0645"", ""\u0627\u0644\u0646\u0628\u0644\u0627\u0621"", "","", ""by"", ""\u0634\u0645\u0633"", ""\u0627\u0644\u062f\u064a\u0646"", ""\u0627\u0644\u0630\u0647\u0628\u064a"", "","", ""\u062d\u0633\u0627\u0646"", ""\u0639\u0628\u062f"", ""\u0627\u0644\u0645\u0646\u0627\u0646"", ""(\u062a\u062d\u0642\u064a\u0642)"", "".""]","[[5, 7, ""title""], [10, 12, ""author""], [14, 16, ""author""]]"
"[""Just"", ""finished"", ""Butterfly"", ""by"", ""Sharon"", ""Sala"", "","", ""it"", ""was"", ""surprisingly"", ""intense"", "".""]","[[2, 2, ""title""], [4, 5, ""author""]]"
"[""Ever"", ""read"", ""The"", ""Web"", ""and"", ""the"", ""Rock"", ""?"", ""Thomas"", ""Wolfe"", ""is"", ""such"", ""a"", ""vibe"", "".""]","[[2, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Demonglass"", ""by"", ""Rachel"", ""Hawkins"", "".""]","[[6, 6, ""title""], [8, 9, ""author""]]"
"[""I"", ""just"", ""finished"", ""Chill"", ""of"", ""Fear"", ""and"", ""I"", ""loved"", ""Kay"", ""Hooper"", "".""]","[[3, 5, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Journey"", ""Into"", ""Fear"", ""by"", ""Eric"", ""Ambler"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""Reading"", ""Button"", ""Goes"", ""to"", ""Hollywood"", ""on"", ""my"", ""commute"", ""by"", ""Joyce"", ""Mitchell"", "".""]","[[1, 4, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Captain's"", ""Verses"", ""by"", ""Pablo"", ""Neruda"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""That"", ""Ken"", ""Dedes"", "":"", ""Sang"", ""Penggoda"", ""by"", ""Wawan"", ""Susetya"", ""is"", ""wild"", "".""]","[[1, 5, ""title""], [7, 8, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Swarm"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""Cross"", ""Roads"", ""by"", ""William"", ""Paul"", ""Young"", ""is"", ""really"", ""gripping"", "".""]","[[0, 1, ""title""], [3, 5, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Possum"", ""Magic"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 7, ""title""]]"
"[""Have"", ""you"", ""read"", ""Hana"", ""by"", ""Alena"", ""Morn\u0161tajnov\u00e1"", ""?"", ""It's"", ""pretty"", ""touching"", "".""]","[[5, 6, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Yellow"", ""Brick"", ""War"", ""by"", ""Danielle"", ""Paige"", "".""]","[[6, 8, ""title""], [10, 11, ""author""]]"
"[""I've"", ""been"", ""rereading"", ""A"", ""Book"", ""of"", ""Memories"", ""because"", ""P\u00e9ter"", ""N\u00e1das"", ""is"", ""amazing"", "".""]","[[3, 6, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Flowerevolution"", "":"", ""Blooming"", ""into"", ""Your"", ""Full"", ""Potential"", ""with"", ""the"", ""Magic"", ""of"", ""Flowers"", ""by"", ""Katie"", ""Hess"", "".""]","[[6, 17, ""title""]]"
"[""Paris"", ""Spleen"", ""by"", ""Charles"", ""Baudelaire"", ""is"", ""on"", ""my"", ""shelf"", "","", ""but"", ""Louise"", ""Var\u00e8se"", ""translated"", ""it"", ""so"", ""well"", "".""]","[[0, 1, ""title""], [3, 4, ""author""], [11, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""After"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""]]"
"[""I"", ""just"", ""finished"", ""Seekers"", ""at"", ""the"", ""Wulfrock"", ""by"", ""William"", ""Horwood"", "".""]","[[3, 7, ""title""], [8, 9, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Quantum"", "":"", ""Einstein"", "","", ""Bohr"", ""and"", ""the"", ""Great"", ""Debate"", ""About"", ""the"", ""Nature"", ""of"", ""Reality"", "".],"", ""ner:[{"", ""start_idx"", ""end_idx"", ""label""]","[[6, 19, ""title""]]"
"[""That"", ""new"", ""kid's"", ""book"", ""Jaguar"", ""by"", ""Roland"", ""Smith"", ""is"", ""surprisingly"", ""intense""]","[[4, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Ruby"", ""Holler"", ""by"", ""Sharon"", ""Creech"", "".""]","[[6, 7, ""title""], [9, 10, ""author""]]"
"[""Anyone"", ""know"", ""who"", ""wrote"", ""Night"", ""World"", "","", ""No."", ""3"", ""again"", ""?""]","[[4, 9, ""title""]]"
"[""I"", ""just"", ""finished"", ""My"", ""Favorite"", ""Bride"", ""by"", ""Christina"", ""Dodd"", "","", ""and"", ""it"", ""was"", ""pretty"", ""fun"", "".""]","[[3, 5, ""title""], [7, 8, ""author""]]"
"[""Reading"", ""From"", ""Beirut"", ""to"", ""Jerusalem"", ""on"", ""the"", ""commute"", "","", ""I"", ""keep"", ""thinking"", ""about"", ""Thomas"", ""L."", ""Friedman"", "".""]","[[1, 4, ""title""], [13, 15, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""A"", ""Journey"", ""To"", ""The"", ""Center"", ""Of"", ""The"", ""Earth"", "".""]","[[6, 13, ""title""]]"
"[""I'm"", ""in"", ""love"", ""with"", ""The"", ""Crimson"", ""Campaign"", ""lately"", "","", ""Brian"", ""McClellan"", ""somehow"", ""makes"", ""the"", ""battles"", ""feel"", ""real"", "".""]","[[4, 6, ""title""], [9, 10, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Crash"", ""by"", ""J"", ""."", ""G"", ""."", ""Ballard"", "","", ""is"", ""it"", ""worth"", ""it"", ""?""]","[[6, 6, ""title""], [8, 8, ""author""], [10, 10, ""author""], [12, 12, ""author""]]"
"[""Reading"", ""The"", ""Emperor's"", ""Tomb"", ""on"", ""my"", ""commute"", "","", ""anyone"", ""else"", ""digging"", ""Roth"", ""lately"", ""?""]","[[1, 3, ""title""], [11, 11, ""author""], [12, 12, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Bartholomew's"", ""Passage"", "":"", ""A"", ""Family"", ""Story"", ""for"", ""Advent"", "".""]","[[6, 13, ""title""]]"
"[""I"", ""just"", ""finished"", ""Papap's"", ""Teeth"", ""by"", ""Danielle"", ""DeVor"", ""and"", ""wow"", "".""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""I"", ""just"", ""finished"", ""Deathblow"", ""and"", ""wow"", "","", ""Dana"", ""Marton"", ""really"", ""nails"", ""it"", "".""]","[[3, 3, ""title""]]"
"[""Have"", ""you"", ""read"", ""Wonderland"", ""Avenue"", "":"", ""Tales"", ""of"", ""Glamour"", ""and"", ""Excess"", ""yet"", ""?"", ""Danny"", ""Sugerman"", ""and"", ""Ralph"", ""Steadman"", ""("", ""Illustrator"", "")"", ""collaborated"", ""on"", ""it"", "".""]","[[3, 10, ""title""], [13, 14, ""author""], [16, 17, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Pulse"", "".""]","[[6, 6, ""title""]]"
"[""I"", ""just"", ""finished"", ""Beautiful"", ""Sheep"", ""by"", ""Kathryn"", ""Dun"", ""and"", ""wow""]","[[3, 4, ""title""], [6, 7, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""The"", ""Rise"", ""of"", ""Nine"", "","", ""and"", ""I"", ""heard"", ""Pittacus"", ""Lore"", ""wrote"", ""it"", "".""]","[[6, 9, ""title""], [14, 15, ""author""]]"
"[""I"", ""just"", ""started"", ""The"", ""Sunday"", ""Philosophy"", ""Club"", ""and"", ""Alexander"", ""McCall"", ""Smith"", ""is"", ""amazing"", "".""]","[[3, 6, ""title""], [9, 11, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Glue"", ""by"", ""Irvine"", ""Welsh"", "","", ""is"", ""it"", ""any"", ""good"", ""?""]","[[6, 6, ""title""]]"
"[""I"", ""heard"", ""Joseph"", ""Lelyveld"", ""wrote"", ""Afrique"", ""Du"", ""Sud"", "":"", ""L'apartheid"", ""Au"", ""Jour"", ""Le"", ""Jour"", ""is"", ""a"", ""tough"", ""read"", "".""]","[[2, 3, ""author""], [5, 12, ""title""]]"
"[""I"", ""just"", ""finished"", ""Attack"", ""on"", ""Titan"", "","", ""Vol."", ""12"", ""and"", ""wow"", ""Hajime"", ""Isayama"", ""really"", ""nails"", ""it"", "".""]","[[3, 8, ""title""]]"
"[""I"", ""keep"", ""thinking"", ""about"", ""A"", ""Rapariga"", ""de"", ""Java"", "","", ""the"", ""book"", ""by"", ""Pramoedya"", ""Ananta"", ""Toer"", "".""]","[[4, 7, ""title""], [12, 14, ""author""]]"
"[""Just"", ""finished"", ""Blood"", ""of"", ""My"", ""Blood"", "","", ""and"", ""I'm"", ""obsessed"", "".""]","[[2, 5, ""title""]]"
"[""That"", ""Vampire"", ""Mine"", ""by"", ""Kerrelyn"", ""Sparks"", ""is"", ""wild"", "","", ""you"", ""should"", ""read"", ""it"", "".""]","[[1, 2, ""title""], [4, 5, ""author""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""Truly"", "","", ""Madly"", "","", ""Deeply"", ""by"", ""Faraaz"", ""Kazi"", "".""]","[[6, 10, ""title""]]"
"[""Just"", ""finished"", ""Tenacity"", "":"", ""A"", ""Memoir"", ""by"", ""Jonathan"", ""Lessin"", "","", ""highly"", ""recommend"", ""it"", "".""]","[[2, 5, ""title""]]"
"[""My"", ""friend"", ""won't"", ""stop"", ""talking"", ""about"", ""O"", ""Pal\u00e1cio"", ""de"", ""Inverno"", "","", ""is"", ""it"", ""worth"", ""reading"", ""by"", ""John"", ""Boyne"", ""?""]","[[6, 9, ""title""]]"
